16378	16378	77	968093	37728	43812	-1	\N	protein_coding	NOVEL	\N	1
16379	16379	77	968093	51839	53052	1	\N	pseudogene	NOVEL	\N	1
16380	16380	77	1044600	5692	18624	1	\N	protein_coding	NOVEL	\N	1
16381	16381	77	1004583	41323	42252	-1	\N	protein_coding	NOVEL	\N	1
16382	16382	77	1004583	71912	73111	-1	\N	protein_coding	NOVEL	\N	1
16383	16383	77	1044302	28000	49379	1	\N	protein_coding	NOVEL	\N	1
16384	16384	77	1044302	87647	95516	-1	\N	protein_coding	NOVEL	\N	1
16385	16385	77	1042432	5008	78202	1	\N	protein_coding	NOVEL	\N	1
16386	16386	77	1042432	84212	102826	1	\N	protein_coding	NOVEL	\N	1
16387	16387	77	1042432	110027	116247	1	\N	protein_coding	NOVEL	\N	1
16388	16388	77	1042432	117915	135722	-1	\N	protein_coding	NOVEL	\N	1
16389	16389	77	1042432	126491	127057	1	\N	pseudogene	NOVEL	\N	1
16390	16390	77	1042432	144720	186192	1	\N	protein_coding	NOVEL	\N	1
16391	16391	77	1042978	111127	111960	-1	\N	pseudogene	NOVEL	\N	1
16392	16392	77	1042978	143207	205275	-1	\N	protein_coding	NOVEL	\N	1
16393	16393	77	1042547	52692	593338	-1	\N	protein_coding	NOVEL	\N	1
16394	16394	77	1043413	12717	32385	1	\N	protein_coding	NOVEL	\N	1
16395	16395	77	1043413	33885	36860	-1	\N	protein_coding	NOVEL	\N	1
16396	16396	77	1043413	44638	49161	1	\N	protein_coding	NOVEL	\N	1
16397	16397	77	1043413	52687	66112	-1	\N	protein_coding	NOVEL	\N	1
16398	16398	77	1043413	66324	69400	1	\N	protein_coding	NOVEL	\N	1
16399	16399	77	1043413	92441	93400	-1	\N	protein_coding	NOVEL	\N	1
16400	16400	77	1043413	94307	97090	-1	\N	protein_coding	NOVEL	\N	1
16401	16401	77	1043413	98858	111361	1	\N	protein_coding	NOVEL	\N	1
16402	16402	77	1043413	149586	156402	-1	\N	protein_coding	NOVEL	\N	1
16403	16403	77	821922	50566	50745	1	\N	protein_coding	NOVEL	\N	1
16404	16404	77	1041991	95206	371996	-1	\N	protein_coding	NOVEL	\N	1
16405	16405	77	1044773	41155	56821	1	\N	protein_coding	NOVEL	\N	1
16406	16406	77	891027	2060	8980	-1	\N	protein_coding	NOVEL	\N	1
16407	16407	77	1044922	2333	55133	-1	\N	protein_coding	NOVEL	\N	1
16408	16408	77	929714	2532	66960	1	\N	protein_coding	NOVEL	\N	1
16409	16409	77	926764	37562	38311	-1	\N	protein_coding	NOVEL	\N	1
16410	16410	77	1040655	83241	84599	-1	\N	protein_coding	NOVEL	\N	1
16411	16411	77	1040655	121980	388763	1	\N	protein_coding	NOVEL	\N	1
16412	16412	77	1040655	286177	286965	-1	\N	protein_coding	NOVEL	\N	1
16413	16413	77	1040655	439790	519737	1	\N	protein_coding	NOVEL	\N	1
16414	16414	77	1040526	110725	119234	-1	\N	protein_coding	NOVEL	\N	1
16415	16415	77	1040526	126714	561539	-1	\N	protein_coding	NOVEL	\N	1
16416	16416	77	1044294	3	2451	-1	\N	protein_coding	NOVEL	\N	1
16417	16417	77	1041266	35594	49895	1	\N	protein_coding	NOVEL	\N	1
16418	16418	77	1041266	75528	106436	-1	\N	protein_coding	NOVEL	\N	1
16419	16419	77	1041266	136201	208694	1	\N	protein_coding	NOVEL	\N	1
16420	16420	77	1041266	264410	290632	-1	\N	protein_coding	NOVEL	\N	1
16421	16421	77	1041266	335494	363194	-1	\N	protein_coding	NOVEL	\N	1
16422	16422	77	1041266	405941	487777	1	\N	protein_coding	NOVEL	\N	1
16423	16423	77	1041266	523838	547364	1	\N	protein_coding	NOVEL	\N	1
16424	16424	77	1041266	621759	622220	-1	\N	protein_coding	NOVEL	\N	1
16425	16425	77	1041266	623125	623394	1	\N	pseudogene	NOVEL	\N	1
16426	16426	77	1041266	667064	793455	1	\N	protein_coding	NOVEL	\N	1
16427	16427	77	1041266	832754	839884	1	\N	protein_coding	NOVEL	\N	1
16428	16428	77	829037	1097	1699	-1	\N	protein_coding	NOVEL	\N	1
16429	16429	77	1042274	51759	236087	1	\N	protein_coding	NOVEL	\N	1
16430	16430	77	1042274	247848	284854	-1	\N	protein_coding	NOVEL	\N	1
16431	16431	77	1042274	305921	306324	-1	\N	pseudogene	NOVEL	\N	1
16432	16432	77	1042274	357793	358491	1	\N	protein_coding	NOVEL	\N	1
16433	16433	77	1042274	443149	488998	-1	\N	protein_coding	NOVEL	\N	1
16434	16434	77	1042274	528293	538115	1	\N	protein_coding	NOVEL	\N	1
16435	16435	77	1042274	563626	653774	-1	\N	protein_coding	NOVEL	\N	1
16436	16436	77	1042274	659416	692992	-1	\N	protein_coding	NOVEL	\N	1
16437	16437	77	878572	10608	18295	-1	\N	protein_coding	NOVEL	\N	1
16438	16438	77	1041882	6289	561588	1	\N	protein_coding	NOVEL	\N	1
16439	16439	77	1042150	4445	27196	-1	\N	protein_coding	NOVEL	\N	1
16440	16440	77	889536	1065	3557	-1	\N	protein_coding	NOVEL	\N	1
16441	16441	77	1040672	74101	160628	1	\N	protein_coding	NOVEL	\N	1
16442	16442	77	820668	2399	9493	1	\N	protein_coding	NOVEL	\N	1
16443	16443	77	820668	10093	11278	-1	\N	protein_coding	NOVEL	\N	1
16444	16444	77	1042737	175409	191567	1	\N	protein_coding	NOVEL	\N	1
16445	16445	77	1042737	290311	333113	1	\N	protein_coding	NOVEL	\N	1
16446	16446	77	1042737	351101	428690	-1	\N	protein_coding	NOVEL	\N	1
16447	16447	77	1042808	26088	374227	1	\N	protein_coding	NOVEL	\N	1
16448	16448	77	1042808	388938	487612	-1	\N	protein_coding	NOVEL	\N	1
16449	16449	77	1042303	69888	241907	1	\N	protein_coding	NOVEL	\N	1
16450	16450	77	1042303	312409	349690	-1	\N	protein_coding	NOVEL	\N	1
16451	16451	77	919028	5	865	1	\N	pseudogene	NOVEL	\N	1
16452	16452	77	1040509	88742	93097	1	\N	protein_coding	NOVEL	\N	1
16453	16453	77	1040509	95263	95839	1	\N	pseudogene	NOVEL	\N	1
16454	16454	77	1040509	128479	138328	1	\N	protein_coding	NOVEL	\N	1
16455	16455	77	1040509	177656	212738	-1	\N	protein_coding	NOVEL	\N	1
16456	16456	77	1040509	235699	236799	-1	\N	pseudogene	NOVEL	\N	1
16457	16457	77	1040509	268521	323659	-1	\N	protein_coding	NOVEL	\N	1
