192832	16378	1
192833	16378	2
192834	16378	3
192835	16378	4
192836	16378	5
192837	16379	1
192838	16379	2
192839	16379	3
192840	16379	4
192841	16379	5
192842	16379	6
192843	16379	7
192844	16380	1
192845	16380	2
192846	16380	3
192847	16380	4
192848	16380	5
192849	16380	6
192850	16380	7
192851	16380	8
192852	16380	9
192853	16380	10
192854	16380	11
192855	16381	1
192856	16382	1
192857	16382	2
192858	16383	1
192859	16383	2
192860	16383	3
192861	16383	4
192862	16383	5
192863	16383	6
192864	16383	7
192865	16383	8
192866	16383	9
192867	16383	10
192868	16383	11
192869	16383	12
192870	16383	13
192871	16383	14
192872	16383	15
192873	16383	16
192874	16383	17
192875	16384	1
192876	16384	2
192877	16384	3
192878	16384	4
192879	16384	5
192880	16384	6
192881	16384	7
192882	16385	1
192883	16385	2
192884	16385	3
192885	16385	4
192886	16385	5
192887	16385	6
192888	16385	7
192889	16385	8
192890	16385	9
192891	16386	1
192892	16386	2
192893	16386	3
192894	16386	4
192895	16386	5
192896	16386	6
192897	16386	7
192898	16386	8
192899	16387	1
192900	16387	2
192901	16387	3
192902	16387	4
192903	16387	5
192904	16387	6
192905	16387	7
192906	16387	8
192907	16388	1
192908	16388	2
192909	16388	3
192910	16388	4
192911	16388	5
192912	16388	6
192913	16389	1
192914	16389	2
192915	16389	3
192916	16390	1
192917	16390	2
192918	16390	3
192919	16390	4
192920	16390	5
192921	16390	6
192922	16390	7
192923	16390	8
192924	16390	9
192925	16390	10
192926	16390	11
192927	16390	12
192928	16391	1
192929	16391	2
192930	16391	3
192931	16392	1
192932	16392	2
192933	16392	3
192934	16392	4
192935	16392	5
192936	16392	6
192937	16392	7
192938	16393	1
192939	16393	2
192940	16393	3
192941	16393	4
192942	16393	5
192943	16393	6
192944	16393	7
192945	16394	1
192946	16394	2
192947	16394	3
192948	16395	1
192949	16395	2
192950	16395	3
192951	16395	4
192952	16395	5
192953	16395	6
192954	16396	1
192955	16396	2
192956	16396	3
192957	16396	4
192958	16396	5
192959	16396	6
192960	16397	1
192961	16397	2
192962	16397	3
192963	16397	4
192964	16397	5
192965	16397	6
192966	16397	7
192967	16397	8
192968	16397	9
192969	16397	10
192970	16397	11
192971	16397	12
192972	16397	13
192973	16398	1
192974	16398	2
192975	16398	3
192976	16398	4
192977	16398	5
192978	16398	6
192979	16398	7
192980	16398	8
192981	16399	1
192982	16399	2
192983	16399	3
192984	16399	4
192985	16399	5
192986	16400	1
192987	16400	2
192988	16400	3
192989	16400	4
192990	16400	5
192991	16400	6
192992	16400	7
192993	16400	8
192994	16401	1
192995	16401	2
192996	16401	3
192997	16401	4
192998	16401	5
192999	16401	6
193000	16401	7
193001	16401	8
193002	16401	9
193003	16402	1
193004	16402	2
193005	16402	3
193006	16402	4
193007	16402	5
193008	16403	1
193009	16404	1
193010	16404	2
193011	16404	3
193012	16404	4
193013	16404	5
193014	16404	6
193015	16404	7
193016	16404	8
193017	16404	9
193018	16404	10
193019	16404	11
193020	16404	12
193021	16404	13
193022	16404	14
193023	16404	15
193024	16404	16
193025	16404	17
193026	16404	18
193027	16404	19
193028	16404	20
193029	16404	21
193030	16404	22
193031	16404	23
193032	16404	24
193033	16404	25
193034	16404	26
193035	16404	27
193036	16404	28
193037	16404	29
193038	16404	30
193039	16404	31
193040	16404	32
193041	16404	33
193042	16404	34
193043	16404	35
193044	16404	36
193045	16404	37
193046	16404	38
193047	16404	39
193048	16404	40
193049	16404	41
193050	16404	42
193051	16404	43
193052	16404	44
193053	16404	45
193054	16404	46
193055	16404	47
193056	16404	48
193057	16404	49
193058	16404	50
193059	16404	51
193060	16404	52
193061	16404	53
193062	16404	54
193063	16404	55
193064	16404	56
193065	16404	57
193066	16404	58
193067	16404	59
193068	16404	60
193069	16404	61
193070	16404	62
193071	16404	63
193072	16404	64
193073	16404	65
193074	16405	1
193075	16405	2
193076	16405	3
193077	16405	4
193078	16405	5
193079	16405	6
193080	16405	7
193081	16405	8
193082	16405	9
193083	16405	10
193084	16405	11
193085	16405	12
193086	16405	13
193087	16405	14
193088	16405	15
193089	16405	16
193090	16405	17
193091	16405	18
193092	16405	19
193093	16406	1
193094	16406	2
193095	16406	3
193096	16406	4
193097	16407	1
193098	16407	2
193099	16407	3
193100	16407	4
193101	16407	5
193102	16407	6
193103	16407	7
193104	16408	1
193105	16408	2
193106	16408	3
193107	16408	4
193108	16408	5
193109	16408	6
193110	16408	7
193111	16408	8
193112	16408	9
193113	16408	10
193114	16408	11
193115	16408	12
193116	16409	1
193117	16410	1
193118	16411	1
193119	16411	2
193120	16411	3
193121	16411	4
193122	16411	5
193123	16411	6
193124	16411	7
193125	16411	8
193126	16411	9
193127	16411	10
193128	16411	11
193129	16411	12
193130	16411	13
193131	16411	14
193132	16411	15
193133	16411	16
193134	16411	17
193135	16411	18
193136	16411	19
193137	16411	20
193138	16411	21
193139	16411	22
193140	16411	23
193141	16411	24
193142	16411	25
193143	16411	26
193144	16411	27
193145	16411	28
193146	16411	29
193147	16411	30
193148	16411	31
193149	16411	32
193150	16411	33
193151	16411	34
193152	16411	35
193153	16411	36
193154	16411	37
193155	16411	38
193156	16411	39
193157	16411	40
193158	16411	41
193159	16411	42
193160	16411	43
193161	16411	44
193162	16411	45
193163	16411	46
193164	16411	47
193165	16411	48
193166	16411	49
193167	16411	50
193168	16411	51
193169	16411	52
193170	16411	53
193171	16411	54
193172	16411	55
193173	16411	56
193174	16411	57
193175	16411	58
193176	16411	59
193177	16411	60
193178	16411	61
193179	16411	62
193180	16411	63
193181	16411	64
193182	16411	65
193183	16411	66
