1	3	34	80875	282	1036	-1	148331	protein_coding	KNOWN	\N	1
2	9	34	80903	66357	232702	1	141313	protein_coding	KNOWN	\N	1
3	8	34	77347	9438	10159	1	160362	protein_coding	KNOWN	\N	1
4	10	34	83989	3817	7341	-1	145126	protein_coding	KNOWN	\N	1
5	7	34	70708	12579566	12584619	-1	150074	protein_coding	KNOWN	\N	1
6	13	34	79498	5372	25237	1	139789	protein_coding	KNOWN	\N	1
7	12	34	68247	942627	993292	-1	150681	protein_coding	KNOWN	\N	1
8	1	34	65035	7669675	7700806	-1	137036	protein_coding	KNOWN	\N	1
9	2	34	73290	746172	754166	1	139810	protein_coding	KNOWN	\N	1
10	4	34	70578	2715989	2737577	1	154326	protein_coding	KNOWN	\N	1
11	14	34	79498	10151	59894	-1	139863	protein_coding	KNOWN	\N	1
12	17	34	82000	899984	1429486	1	147473	protein_coding	KNOWN	\N	1
13	19	34	79672	13667	16886	1	146472	protein_coding	KNOWN	\N	1
14	20	34	70578	2751377	2752861	1	154398	protein_coding	KNOWN	\N	1
15	21	34	75186	211214	305634	-1	150615	protein_coding	KNOWN	\N	1
16	22	34	82000	1139222	1185050	1	147544	protein_coding	KNOWN	\N	1
17	23	34	75186	545245	549977	1	150754	protein_coding	KNOWN	\N	1
18	5	34	70708	11296178	11319764	-1	149650	protein_coding	KNOWN	\N	1
19	16	34	65139	60970263	61036121	1	146549	protein_coding	KNOWN	\N	1
20	18	34	73290	756950	878273	-1	139884	protein_coding	KNOWN	\N	1
21	11	34	70578	7790963	7822669	-1	139494	protein_coding	KNOWN	\N	1
22	26	34	68247	312585	341825	1	\N	protein_coding	NOVEL	\N	1
23	28	34	70578	6304070	6304512	-1	\N	pseudogene	NOVEL	\N	1
24	27	34	73290	2640849	2644632	1	\N	pseudogene	NOVEL	\N	1
25	32	34	66222	2007639	2008206	-1	\N	pseudogene	NOVEL	\N	1
26	33	34	66222	2046060	2046693	1	\N	pseudogene	NOVEL	\N	1
27	25	34	75186	551123	589865	-1	150819	protein_coding	KNOWN	\N	1
28	35	34	75186	624954	641825	1	150888	protein_coding	KNOWN	\N	1
29	29	34	65139	36495359	36544238	-1	137543	protein_coding	KNOWN	\N	1
30	34	34	66222	2382629	2565135	-1	143579	protein_coding	KNOWN	\N	1
31	36	34	75186	863635	870331	1	151106	protein_coding	KNOWN	\N	1
32	38	34	73290	3266118	3266637	1	\N	pseudogene	NOVEL	\N	1
33	24	34	70578	2801126	2813461	1	154471	protein_coding	KNOWN	\N	1
34	41	34	65179	4511737	4530601	-1	144467	protein_coding	KNOWN	\N	1
35	44	34	65139	48857464	48857978	-1	\N	pseudogene	NOVEL	\N	1
36	45	34	70387	2901283	2902918	1	\N	pseudogene	NOVEL	\N	1
37	47	34	67810	4426554	4456002	-1	149918	protein_coding	KNOWN	\N	1
38	49	34	65179	13184215	13185121	1	\N	pseudogene	NOVEL	\N	1
39	54	34	66222	9650582	9652893	1	\N	protein_coding	NOVEL	\N	1
40	55	34	65139	67389741	67390843	1	\N	pseudogene	NOVEL	\N	1
41	52	34	71889	18262462	18263940	1	151384	protein_coding	KNOWN	\N	1
42	15	34	65035	12035298	12319274	-1	139134	protein_coding	KNOWN	\N	1
43	56	34	70387	6261723	6270859	-1	154602	protein_coding	KNOWN	\N	1
44	37	34	67857	1047420	1048254	-1	143837	protein_coding	KNOWN	\N	1
45	15	34	65035	12035298	12319274	-1	\N	protein_coding	NOVEL	\N	1
46	62	34	70578	30060364	30060928	1	\N	pseudogene	NOVEL	\N	1
47	15	34	65035	12035298	12319274	-1	\N	protein_coding	NOVEL	\N	1
48	61	34	71700	775739	776836	-1	\N	pseudogene	NOVEL	\N	1
49	39	34	75186	1021603	1091510	-1	151248	protein_coding	KNOWN	\N	1
50	67	34	70387	2929765	2930248	-1	\N	pseudogene	NOVEL	\N	1
51	69	34	65139	57241033	57241345	1	\N	pseudogene	NOVEL	\N	1
52	30	34	65139	35396042	35428835	1	154985	protein_coding	KNOWN	\N	1
53	56	34	70387	6262783	6264909	-1	\N	protein_coding	NOVEL	\N	1
54	71	34	70578	6358908	6359430	-1	\N	pseudogene	NOVEL	\N	1
55	53	34	68033	1501225	1504733	1	138890	protein_coding	KNOWN	\N	1
56	57	34	74398	8313182	8318683	-1	139852	protein_coding	KNOWN	\N	1
57	63	34	65035	9786271	9802625	1	137681	protein_coding	KNOWN	\N	1
58	64	34	70708	12590681	12608488	1	150143	protein_coding	KNOWN	\N	1
59	75	34	68247	15863786	15864404	-1	\N	pseudogene	NOVEL	\N	1
60	70	34	65139	1122194	1126027	-1	\N	pseudogene	NOVEL	\N	1
61	59	34	70708	23044109	23206824	-1	154004	protein_coding	KNOWN	\N	1
62	76	34	74398	9330240	9340927	1	140283	protein_coding	KNOWN	\N	1
63	79	34	70708	31905339	31905758	-1	\N	pseudogene	NOVEL	\N	1
64	65	34	65139	668217	699253	-1	154263	protein_coding	KNOWN	\N	1
65	83	34	68247	15898020	15898516	1	\N	pseudogene	NOVEL	\N	1
66	51	34	83415	2685	6902	-1	155905	protein_coding	KNOWN	\N	1
67	46	34	65139	48895664	48934072	-1	141315	protein_coding	KNOWN	\N	1
30459	28348	34	65083	45818185	45959363	-1	152633	protein_coding	KNOWN	\N	1
69	40	34	73290	3530136	3681268	-1	\N	protein_coding	KNOWN	\N	1
70	81	34	65035	18818876	18845148	-1	141378	protein_coding	KNOWN	\N	1
71	68	34	75186	1106228	1125033	-1	151389	protein_coding	KNOWN	\N	1
72	89	34	70578	17070347	17071749	1	\N	pseudogene	NOVEL	\N	1
73	86	34	67857	10756570	10757519	-1	\N	pseudogene	NOVEL	\N	1
74	92	34	65139	30111923	30114407	-1	\N	protein_coding	NOVEL	\N	1
75	43	34	70578	2827803	2852221	-1	154544	protein_coding	KNOWN	\N	1
76	74	34	65949	125713	134777	-1	148506	protein_coding	KNOWN	\N	1
77	50	34	71219	6471478	6511565	1	145741	protein_coding	KNOWN	\N	1
78	94	34	67857	10864511	10865470	1	149751	protein_coding	KNOWN	\N	1
79	6	34	65035	10454293	10532795	-1	138552	protein_coding	KNOWN	\N	1
80	98	34	65179	7967583	7968101	-1	\N	pseudogene	NOVEL	\N	1
81	93	34	68247	1234085	1235883	-1	150751	protein_coding	KNOWN	\N	1
82	100	34	70578	12977463	12977969	-1	\N	protein_coding	NOVEL	\N	1
83	109	34	70578	13124651	13125179	1	\N	pseudogene	NOVEL	\N	1
84	108	34	70578	17341708	17342262	-1	\N	protein_coding	NOVEL	\N	1
85	58	34	70708	36943854	36963995	-1	157647	protein_coding	KNOWN	\N	1
86	72	34	68247	14804173	14854847	-1	\N	protein_coding	NOVEL	\N	1
87	112	34	65179	20246535	20246920	1	\N	pseudogene	NOVEL	\N	1
30458	28348	34	65083	45817768	45878860	-1	152633	protein_coding	KNOWN	\N	1
89	115	34	74398	9591235	9592259	1	\N	pseudogene	NOVEL	\N	1
90	60	34	66222	9661525	9671112	-1	147126	protein_coding	KNOWN	\N	1
91	77	34	65139	36544500	36721941	1	137617	protein_coding	KNOWN	\N	1
30456	28347	34	65083	22731286	22801421	1	142220	protein_coding	KNOWN	\N	1
93	103	34	68085	11758708	11762343	1	155100	protein_coding	KNOWN	\N	1
94	118	34	70708	13590676	13590995	1	\N	pseudogene	NOVEL	\N	1
95	107	34	65139	114591478	114599328	1	150757	protein_coding	KNOWN	\N	1
96	123	34	73290	17303171	17303588	1	\N	pseudogene	NOVEL	\N	1
97	119	34	67857	1052878	1058438	-1	143906	protein_coding	KNOWN	\N	1
