1	8	1
2	9	1
3	1	1
4	10	1
5	8	2
6	1	2
7	1	3
8	18	1
9	5	1
10	79	1
11	3	1
12	8	3
13	2	1
14	10	2
15	2	2
16	2	3
17	3	2
18	5	2
19	4	1
20	4	2
21	8	4
22	4	3
23	18	2
24	9	2
25	79	2
26	10	3
27	8	5
28	21	1
29	7	1
30	6	1
31	7	2
32	6	2
33	7	3
34	6	3
35	21	2
36	6	4
37	8	6
38	7	4
39	6	5
40	18	3
41	6	6
42	10	4
43	7	5
44	9	3
45	79	3
46	7	6
47	8	7
48	11	1
49	7	7
50	10	5
51	21	3
52	8	8
53	9	4
54	11	2
55	11	3
56	11	4
57	8	9
58	11	5
59	21	4
60	79	4
61	10	6
62	42	1
62	45	1
62	47	1
63	9	5
64	18	4
65	11	6
66	19	1
67	42	2
67	45	2
67	47	2
68	11	7
69	11	8
70	21	5
71	19	2
72	11	9
73	42	3
73	45	3
73	47	3
74	11	10
75	18	5
76	12	1
77	11	11
78	19	3
79	12	2
80	20	1
81	11	12
82	79	5
83	21	6
84	12	3
85	13	1
86	12	4
87	13	2
88	12	5
89	12	6
90	12	7
91	12	8
92	19	4
93	21	7
94	42	4
94	45	4
94	47	4
95	20	2
96	13	3
97	19	5
98	14	1
99	18	6
100	21	8
101	79	6
102	13	4
103	13	5
104	19	6
105	20	3
106	21	9
107	14	2
108	42	5
108	45	5
108	47	5
109	15	1
110	15	2
111	19	7
112	18	7
113	20	4
114	15	3
115	21	10
116	15	4
117	15	5
118	79	7
119	16	1
120	16	2
121	15	6
122	16	3
123	15	7
124	16	4
125	15	8
126	16	5
127	16	6
128	15	9
129	20	5
130	21	11
131	16	7
132	19	8
133	16	8
134	15	10
135	42	6
135	47	6
136	16	9
137	15	11
138	16	10
139	16	11
140	16	12
141	18	8
142	16	13
143	15	12
144	16	14
145	15	13
146	16	15
147	20	6
148	16	16
149	15	14
150	42	7
150	45	6
150	47	7
151	16	17
152	21	12
153	79	8
154	15	15
155	16	18
156	19	9
157	16	19
158	15	16
159	16	20
160	15	17
161	16	21
162	20	7
163	16	22
164	21	13
165	16	23
166	18	9
167	16	24
168	19	10
169	16	25
170	16	26
171	42	8
171	45	7
171	47	8
172	16	27
173	16	28
174	21	14
175	17	1
176	16	29
177	20	8
178	16	30
179	19	11
180	17	2
181	16	31
182	16	32
183	17	3
184	21	15
185	18	10
186	17	4
187	20	9
188	17	5
189	79	9
190	33	1
191	19	12
192	20	10
193	21	16
194	42	9
194	45	8
194	47	9
195	19	13
196	27	1
197	22	1
198	22	2
199	20	11
200	33	2
201	27	2
202	19	14
203	21	17
204	22	3
205	27	3
206	27	4
207	22	4
208	20	12
209	27	5
210	20	13
211	21	18
212	22	5
213	27	6
214	33	3
215	24	1
216	22	6
217	42	10
217	45	9
217	47	10
218	27	7
219	24	2
220	79	10
221	27	8
222	22	7
223	27	9
224	20	14
225	24	3
226	27	10
227	21	19
228	22	8
229	24	4
230	21	20
231	27	11
232	22	9
233	27	12
234	23	1
235	24	5
236	42	11
236	45	10
236	47	11
237	23	2
238	27	13
239	29	1
240	23	3
241	29	2
242	24	6
243	27	14
244	52	1
245	27	15
246	1588	1
247	25	1
248	1588	2
249	52	2
250	27	16
251	25	2
252	42	12
252	45	11
252	47	12
253	26	1
254	26	2
255	27	17
256	26	3
257	27	18
258	79	11
259	30	1
260	52	3
261	27	19
262	30	2
263	29	3
264	42	13
264	45	12
264	47	13
265	33	4
266	52	4
267	28	1
268	28	2
269	28	3
270	29	4
271	28	4
272	28	5
273	52	5
274	28	6
275	42	14
275	45	13
275	47	14
276	28	7
277	28	8
278	28	9
279	29	5
280	30	3
281	28	10
282	52	6
283	28	11
284	79	12
285	42	15
285	45	14
285	47	15
286	28	12
287	28	13
288	29	6
289	1588	3
290	52	7
291	33	5
292	31	1
293	42	16
293	45	15
293	47	16
294	30	4
295	31	2
296	31	3
297	31	4
298	31	5
299	31	6
300	44	1
301	31	7
302	44	2
303	31	8
304	79	13
305	31	9
306	42	17
306	45	16
306	47	17
307	52	8
308	31	10
309	31	11
310	33	6
311	31	12
312	32	1
313	32	2
314	49	1
315	69	1
316	42	18
316	45	17
317	69	2
318	69	3
319	34	1
320	69	4
321	49	2
322	52	9
323	69	5
324	69	6
325	42	19
325	45	18
325	47	18
326	34	2
327	49	3
328	44	3
329	34	3
330	148	1
331	1588	4
332	34	4
333	52	10
334	79	14
335	34	5
336	49	4
337	75	1
338	35	1
339	35	2
340	35	3
341	35	4
342	35	5
343	36	1
344	148	2
345	67	1
346	37	1
347	148	3
348	75	2
349	49	5
350	37	2
351	36	2
352	36	3
353	67	2
354	37	3
355	37	4
356	49	6
357	37	5
358	75	3
359	38	1
360	77	1
361	153	1
362	42	20
362	45	19
362	47	19
363	66	1
364	41	1
365	44	4
366	52	11
367	38	2
368	49	7
369	55	1
370	39	1
371	38	3
372	40	1
373	43	1
374	43	2
375	56	1
376	85	1
377	67	3
378	49	8
379	39	2
380	61	1
381	41	2
382	40	2
383	41	3
384	49	9
385	66	2
386	49	10
387	148	4
388	90	1
389	48	1
390	85	2
391	49	11
392	46	1
393	52	12
394	53	1
395	67	4
396	48	2
397	46	2
398	49	12
399	48	3
400	49	13
401	77	2
402	57	1
403	55	2
404	58	1
405	56	2
406	153	2
407	64	1
408	52	13
409	49	14
410	58	2
411	79	15
412	225	1
413	50	1
414	58	3
415	85	3
416	69	7
417	50	2
418	61	2
419	50	3
420	66	3
421	67	5
422	64	2
423	148	5
424	57	2
425	53	2
426	71	1
427	51	1
428	90	2
429	52	14
430	51	2
431	55	3
432	75	4
433	71	2
434	77	3
435	153	3
436	64	3
437	85	4
438	56	3
439	67	6
440	53	3
441	57	3
442	225	2
443	61	3
444	60	1
445	71	3
446	56	4
447	90	3
448	148	6
449	66	4
450	71	4
451	69	8
452	64	4
453	58	4
454	54	1
455	67	7
456	54	2
457	60	2
458	1588	5
459	77	4
460	85	5
461	57	4
462	86	1
463	152	1
463	157	1
464	64	5
465	61	4
466	76	1
467	71	5
468	90	4
469	59	1
470	152	2
470	157	2
471	86	2
472	62	1
473	62	2
474	62	3
475	62	4
476	91	1
477	60	3
478	59	2
479	91	2
480	86	3
481	64	6
482	67	8
483	71	6
484	62	5
485	91	3
486	61	5
487	66	5
488	77	5
490	75	5
491	152	3
491	157	3
493	86	4
494	71	7
495	85	6
496	153	4
497	63	1
498	91	4
499	148	7
500	90	5
501	76	2
502	79	16
503	63	2
504	86	5
506	69	9
507	64	7
508	63	3
509	99	1
510	66	6
511	67	9
513	63	4
514	77	6
515	70	1
516	225	3
517	86	6
518	85	7
519	152	4
519	157	4
520	91	5
523	71	8
524	65	1
526	65	2
528	107	1
529	86	7
530	75	6
531	104	1
532	91	6
534	73	1
535	106	1
537	70	2
538	71	9
539	110	1
540	152	5
540	157	5
541	77	7
543	86	8
544	73	2
545	148	8
546	70	3
547	153	5
550	85	8
551	86	9
552	71	10
553	70	4
554	73	3
555	106	2
556	72	1
557	73	4
558	99	2
559	116	1
560	90	6
561	72	2
562	76	3
563	86	10
564	104	2
565	73	5
566	139	1
567	74	1
568	139	2
569	77	8
570	91	7
571	106	3
572	152	6
572	157	6
574	85	9
575	73	6
576	81	1
577	153	6
578	225	4
579	74	2
580	107	2
581	86	11
582	78	1
583	148	9
584	104	3
585	106	4
586	188	1
588	85	10
589	81	2
590	110	2
591	1588	6
592	106	5
593	78	2
594	152	7
594	157	7
595	99	3
596	86	12
597	91	8
598	90	7
599	191	1
600	153	7
601	116	2
602	79	17
603	268	1
604	191	2
605	106	6
606	86	13
607	191	3
608	80	1
610	107	3
611	104	4
612	80	2
613	139	3
614	2658	1
615	82	1
616	80	3
617	86	14
618	106	7
619	148	10
620	82	2
622	129	1
623	85	11
624	93	1
626	98	1
627	133	1
628	158	1
629	95	1
630	86	15
631	152	8
631	157	8
632	84	1
633	83	1
634	106	8
635	83	2
636	84	2
638	91	9
639	98	2
641	148	11
642	225	5
643	84	3
644	116	3
645	104	5
646	99	4
647	86	16
648	110	3
649	380	1
650	153	8
651	98	3
652	188	2
654	106	9
655	139	4
657	268	2
658	90	8
659	98	4
660	107	4
662	87	1
663	152	9
663	157	9
664	93	2
665	87	2
666	106	10
669	191	4
670	104	6
671	153	9
672	133	2
672	147	2
673	306	1
674	166	1
675	116	4
676	106	11
677	110	4
678	99	5
679	91	10
680	380	2
680	424	2
682	89	1
683	129	2
684	95	2
685	148	12
686	139	5
688	110	5
689	89	2
690	98	5
692	158	2
693	106	12
694	93	3
695	274	1
695	290	1
696	152	10
696	157	10
697	103	1
698	107	5
699	274	2
699	290	2
701	153	10
702	98	6
703	110	6
704	166	2
705	104	7
706	94	1
707	106	13
709	274	3
709	290	3
710	97	1
711	102	1
712	97	2
713	151	1
713	155	1
714	116	5
715	99	6
716	94	2
717	148	13
718	98	7
719	97	3
720	151	2
720	155	2
721	254	1
722	96	1
723	380	3
723	424	3
724	103	2
725	268	3
726	225	6
727	129	3
728	96	2
729	188	3
730	102	2
731	480	1
732	98	8
733	106	14
734	97	4
736	156	1
737	143	1
738	249	1
738	281	1
739	151	3
739	155	3
740	104	8
741	158	3
742	191	5
743	152	11
743	157	11
744	254	2
745	114	1
746	115	1
747	151	4
747	155	4
748	102	3
749	97	5
750	103	3
751	139	6
752	110	7
753	151	5
753	155	5
754	120	1
755	151	6
755	155	6
756	102	4
757	100	1
758	1417	1
759	107	6
760	98	9
761	153	11
762	115	2
763	97	6
764	124	1
765	1588	7
766	118	1
767	310	1
768	151	7
768	155	7
769	319	1
771	129	4
772	120	2
773	124	2
774	151	8
774	155	8
775	111	1
776	106	15
777	199	1
778	122	1
779	1417	2
780	102	5
781	120	3
782	166	3
783	335	1
784	306	2
785	99	7
786	115	3
787	100	2
788	118	2
789	124	3
790	380	4
790	424	4
791	151	9
791	155	9
792	335	2
793	120	4
794	103	4
795	143	2
796	114	2
797	310	2
798	151	10
798	155	10
799	199	2
800	498	1
801	104	9
802	116	6
803	115	4
805	274	4
805	290	4
806	122	2
807	101	1
808	151	11
808	155	11
809	115	5
810	102	6
811	118	3
812	122	3
813	101	2
814	335	3
816	120	5
818	106	16
819	124	4
820	249	2
820	281	2
821	151	12
821	155	12
822	103	5
823	148	14
824	158	4
825	156	2
826	151	13
826	155	13
827	107	7
828	480	2
829	151	14
829	155	14
830	110	8
831	152	12
831	157	12
832	115	6
833	140	1
834	122	4
835	151	15
835	155	15
836	142	1
838	120	6
839	120	7
840	310	3
841	151	16
841	155	16
842	118	4
843	268	4
844	124	5
845	151	17
845	155	17
846	129	5
847	254	3
848	139	7
849	115	7
850	151	18
850	155	18
851	105	1
852	151	19
852	155	19
853	120	8
854	114	3
856	115	8
857	380	5
857	424	5
858	151	20
858	155	20
859	106	17
860	191	6
861	111	2
862	151	21
862	155	21
863	122	5
864	105	2
865	151	22
865	155	22
866	142	2
867	143	3
868	151	23
868	155	23
870	120	9
871	115	9
872	118	5
873	310	4
874	153	12
875	225	7
876	151	24
876	155	24
877	109	1
878	116	7
879	109	2
880	188	4
881	119	1
882	112	1
883	151	25
883	155	25
884	335	4
885	120	10
886	249	3
886	281	3
887	109	3
888	152	13
888	157	13
889	133	3
889	147	3
890	274	5
891	122	6
892	112	2
893	151	26
894	115	10
895	380	6
895	424	6
896	148	15
897	129	6
898	151	27
899	118	6
900	293	1
901	140	2
902	113	1
903	310	5
904	120	11
905	319	2
906	138	1
907	221	1
908	158	5
909	112	3
910	113	2
911	199	3
912	154	1
913	306	3
914	119	2
915	142	3
916	124	6
917	122	7
918	120	12
919	293	2
920	121	1
921	139	8
922	480	3
923	115	11
924	154	2
925	123	1
926	127	1
927	117	1
928	143	4
929	498	2
930	221	2
931	120	13
932	118	7
933	151	28
933	155	28
934	121	2
935	117	2
936	181	1
937	127	2
938	152	14
938	157	14
939	122	8
940	119	3
941	254	4
942	310	6
943	121	3
944	137	1
945	148	16
946	122	9
947	124	7
948	120	14
949	2658	2
